ID,order,lon,lat,heading
394200363,0,114.55036248518785,30.66398861014768,-1.0820213527945963
394200363,1,114.55041557675206,30.663901280806833,-1.0820213527945963
394200363,2,114.55057481878372,30.663639728629107,-1.0814182328885036
394200363,3,114.5507768894759,30.66330638874057,-1.083200478978673
394200363,4,114.55103215750108,30.66288598835307,-1.0825175399215723
394200363,5,114.55133547617316,30.66238695525225,-1.0820994292581465
394200363,6,114.5514183471909,30.66225056899466,-1.0822269633243213
494200066,0,114.55141834827816,30.662250567609643,-1.0822691391939971
494200066,1,114.55142287456601,30.662243117625845,-1.0822691391939971
494200066,2,114.551427400854,30.662235668541307,-1.0822193610394766
494200066,3,114.55143192714183,30.662228219456825,-1.0822192978229639
494200066,4,114.55143645342969,30.662220770372304,-1.0822192297067292
494200066,5,114.55144097971754,30.66221332128782,-1.0822191558571834
494200066,6,114.5514455060054,30.662205872203288,-1.0822190857018414
494200066,7,114.55145003229325,30.662198422219433,-1.0822687143791356
494200066,8,114.5514545585811,30.662190973134955,-1.0822189415578463
494200066,9,114.55145908486895,30.662183524050416,-1.0822188726981006
494200066,10,114.55146353381508,30.662178060669024,-0.9525070017339722
494200066,11,114.55146798186195,30.66217259728756,-0.9526020912255282
494200066,12,114.55147243080809,30.66216713390617,-0.9525068699329019
494200066,13,114.55147767565428,30.662162429552556,-0.798920846961503
494200066,14,114.55148291960109,30.66215772429956,-0.799101979407079
494200066,15,114.55148816354802,30.662153019945944,-0.799006381465515
494200066,16,114.55149407659042,30.66214918793475,-0.6383714270111555
494200066,17,114.55149998873357,30.6621453568228,-0.6383317092578129
494200066,18,114.55150590087669,30.66214152481155,-0.6384442878754634
494200066,19,114.55151233732454,30.662138659571553,-0.4706225542858039
494200066,20,114.5515187737725,30.662135794331505,-0.47062248481287877
494200066,21,114.55152521022035,30.66213292909145,-0.4706224250854415
494200066,22,114.55153201449095,30.662131099870408,-0.29658886496497966
494200066,23,114.55153881786225,30.662129270649356,-0.29662627918138235
494200066,24,114.55154562213283,30.662127441428307,-0.29658873659847246
494200066,25,114.55155262695223,30.662126693192363,-0.11803017859708159
494200066,26,114.551559632671,30.662125944956472,-0.11801448460613344
494200066,27,114.55156663838966,30.662125195821194,-0.11816069045391939
494200066,28,114.55157367558468,30.66212554655676,0.06249924326422185
494200066,29,114.55158071188043,30.66212589729235,0.06250665967188712
494200066,30,114.55158774817608,30.662126247128644,0.062359365035341376
494200066,31,114.55159464507688,30.662127687842602,0.2420050068555505
494200066,32,114.55160154197767,30.662129128556504,0.242005063074456
494200066,33,114.55160843797911,30.662130569270403,0.24203490443604098
494200066,34,114.55161502641238,30.66213306578839,0.4180141072356022
494200066,35,114.55162161484566,30.662135561407055,0.41788171915421907
494200066,36,114.55162820327905,30.662138057925063,0.41801424040810753
494200066,37,114.55163599140793,30.662141597656664,0.48894812109925323
494200066,38,114.55164377863753,30.662145138287542,0.4891004145628751
494200066,39,114.55165156586715,30.662148678019143,0.4889958576059459
494200066,40,114.551659353996,30.66215221865002,0.48905301368383614
494200066,41,114.55166714122561,30.662155758381576,0.488996019807819
494200066,42,114.55167492935459,30.662159299012497,0.48905318361433336
494200066,43,114.5516827165842,30.66216283874405,0.48899619107564457
494200066,44,114.5516905038138,30.662166379374977,0.4891009317090652
494200066,45,114.55169829194267,30.66216991910653,0.48894879573817823
494200066,46,114.55170607917228,30.662173459737392,0.48910109510917105
494200066,47,114.55171386730115,30.662176999469004,0.4889489715720912
494200066,48,114.55172165453077,30.66218054009989,0.4891012663440808
494200066,49,114.55172944176036,30.662184079831487,0.48899670644468857
494200066,50,114.55173722988934,30.662187620462362,0.4890538592793405
494200066,51,114.55174501711895,30.662191160193917,0.48899687205924586
494200066,52,114.55175280524782,30.66219470082484,0.4890540402299966
494200066,53,114.55176059247742,30.662198240556396,0.4889970404378967
494200066,54,114.55176837970703,30.662201781187328,0.4891017829676468
494200066,55,114.5517761678359,30.662205320918876,0.4889496462113912
494200066,56,114.55178395506552,30.662208861549797,0.4891019523176555
394200156,0,114.55178395515792,30.662208861257273,0.4890300809224211
394200156,1,114.55209290759558,30.66234930801362,0.4890300809224211
394200541,0,114.55209290726191,30.66234930777437,0.4890102722028968
394200541,1,114.55210069629015,30.662352848405302,0.4890102722028968
394200541,2,114.5521084853184,30.662356389935493,0.4891149767834198
394200541,3,114.55211627434666,30.662359930566353,0.489010434206629
394200541,4,114.55212406337489,30.66236347119729,0.4890105289181733
394200541,5,114.55213185240314,30.662367011828174,0.4890106073198716
394200541,6,114.55213964143138,30.662370552459095,0.48901069741905007
394200541,7,114.55214185466299,30.66237155880043,0.4891255977506621
394200541,8,114.5521489035491,30.662374886292007,0.5047305209740123
394200541,9,114.55215595333459,30.66237821468292,0.5047906056811996
394200541,10,114.55216300222084,30.662381542174497,0.5047306691789982
394200541,11,114.55216941348772,30.662386074757592,0.6904172659416579
394200541,12,114.55217582475463,30.66239060644136,0.6903201063094884
394200541,13,114.5521822360214,30.66239513812519,0.6903202019681205
394200541,14,114.55218776415404,30.662400713921844,0.867117391227731
394200541,15,114.55219329228669,30.662406288819216,0.8670377743063199
394200541,16,114.55219881951996,30.662411864615926,0.8671979465220216
394200541,17,114.55220333051932,30.662418386499382,1.0368128168177142
394200541,18,114.55220784061942,30.6624249083829,1.036900700619626
394200541,19,114.55221235071951,30.662431431165658,1.0369614915212562
394200541,20,114.55221560806388,30.66243848724644,1.1960039141479506
394200541,21,114.55221886450909,30.66244554332723,1.1960989992729003
394200541,22,114.55222212185345,30.662452600307283,1.1960478944417081
394200541,23,114.55222412554303,30.66246019148468,1.351374172535691
394200541,24,114.55222612923251,30.662467782662077,1.351374221080331
394200541,25,114.5522281329221,30.66247537383947,1.3513742446732173
394200541,26,114.5522287894272,30.66248319794129,1.503302063438654
394200541,27,114.5522294459322,30.66249102204306,1.5033020871164404
394200541,28,114.5522301024373,30.662498845245572,1.5032937931275425
394200541,29,114.5522293919729,30.662506664850753,1.6540943329329785
394200541,30,114.5522286815085,30.662514483556617,1.6541032999709193
394200541,31,114.55222797014471,30.66252230226252,1.6542021178749695
394200541,32,114.55222591429458,30.662529879950057,1.8060828600073795
394200541,33,114.55222385844434,30.662537457637598,1.8060828374962454
394200541,34,114.55222180169483,30.66254503442587,1.8062064365418702
394200541,35,114.55221849938425,30.662552061728324,1.9615850824996446
394200541,36,114.55221519707379,30.66255908903076,1.9615850173462912
394200541,37,114.55221189476322,30.662566116333267,1.9615849702082893
394200541,38,114.55220978225566,30.66256959491091,2.0591488828305415
394200541,39,114.55220550328136,30.66257664289781,2.059033247952892
394200541,40,114.55220122430717,30.662583689985357,2.059085682977984
394200541,41,114.55219694533287,30.66259073797221,2.0590331154454438
394200541,42,114.55219266635856,30.662597785059795,2.0590855563290864
394200541,43,114.55218838828353,30.66260483304665,2.058946497440104
394200541,44,114.55218410930922,30.662611881033506,2.0590329135902934
394200136,0,114.55218410915056,30.66261188058844,2.0590440675342463
394200136,1,114.55215967973236,30.662652117674376,2.0590440675342463
394200136,2,114.55133864552236,30.66400244074471,2.0596411913444244
394200136,3,114.55114576656977,30.66432082403846,2.0581279418120273
